#id tileid ra dec program selected
308	80562	39.24	78.09	CMX	true
309	80563	39.24	78.09	CMX	true
310	80564	39.24	78.09	CMX	true
311	80565	39.24	78.09	CMX	true
312	80566	88.9	79.94	CMX	true
313	80567	88.9	79.94	CMX	true
314	80568	88.9	79.94	CMX	true
315	80569	88.9	79.94	CMX	true
316	80570	88.9	79.94	CMX	true
317	80571	88.9	79.94	CMX	true
318	80572	88.9	79.94	CMX	true
319	80573	88.9	79.94	CMX	true
320	80574	88.9	79.94	CMX	true
321	80575	88.9	79.94	CMX	true
322	80576	88.9	79.94	CMX	true
323	80577	88.9	79.94	CMX	true
324	80578	88.9	79.94	CMX	true
325	80579	162.86	80.76	CMX	true
326	80580	162.86	80.76	CMX	true
327	80581	162.86	80.76	CMX	true
328	80582	162.86	80.76	CMX	true
329	80583	162.86	80.76	CMX	true
330	80584	162.86	80.76	CMX	true
331	80585	162.86	80.76	CMX	true
332	80586	162.86	80.76	CMX	true
333	80587	162.86	80.76	CMX	true
334	80588	162.86	80.76	CMX	true
335	80589	162.86	80.76	CMX	true
336	80590	162.86	80.76	CMX	true
337	80591	162.86	80.76	CMX	true
338	80592	228.55	80.04	CMX	true
339	80593	228.55	80.04	CMX	true
340	80594	228.55	80.04	CMX	true
341	80595	228.55	80.04	CMX	true
342	80596	228.55	80.04	CMX	true
343	80597	228.55	80.04	CMX	true
344	80598	228.55	80.04	CMX	true
345	80599	228.55	80.04	CMX	true
346	80600	228.55	80.04	CMX	true
347	80601	228.55	80.04	CMX	true
348	80602	228.55	80.04	CMX	true
349	80603	228.55	80.04	CMX	true
350	80604	228.55	80.04	CMX	true
